hole_id,from,to,mag_avg_si
17HR-276,300.0,305.0,2.63
17HR-276,305.0,310.0,7.58
17HR-276,310.0,315.0,5.79
17HR-276,315.0,320.0,3.23
17HR-276,320.0,325.0,7.61
17HR-276,325.0,330.0,3.99
17HR-276,330.0,335.0,6.69
17HR-276,335.0,340.0,7.91
17HR-276,340.0,345.0,6.47
17HR-276,345.0,350.0,4.76
17HR-276,350.0,355.0,7.61
17HR-276,355.0,360.0,4.77
17HR-276,360.0,365.0,7.97
17HR-276,365.0,370.0,4.23
17HR-276,370.0,375.0,5.96
17HR-276,375.0,380.0,3.84
17HR-276,380.0,385.0,1.25
17HR-276,385.0,390.0,0.41
17HR-276,390.0,395.0,0.39
17HR-276,395.0,400.0,1.28
17HR-276,400.0,405.0,1.2
17HR-276,405.0,410.0,0.68
17HR-276,410.0,415.0,5.25
17HR-276,415.0,420.0,7.84
17HR-276,420.0,425.0,7.85
17HR-276,425.0,430.0,6.62
17HR-276,430.0,435.0,6.68
17HR-276,435.0,440.0,1.7
17HR-276,440.0,445.0,1.45
17HR-276,445.0,450.0,0.73
17HR-276,450.0,455.0,0.75
17HR-276,455.0,460.0,1.42
17HR-276,460.0,465.0,1.52
17HR-276,465.0,470.0,1.51
17HR-276,470.0,475.0,1.4
17HR-276,475.0,480.0,1.46
17HR-276,480.0,485.0,1.07
17HR-276,485.0,490.0,7.97
17HR-276,490.0,495.0,6.81
17HR-276,495.0,500.0,1.26
17HR-276,500.0,503.0,0.89
17HR-277,0.0,5.0,1.49
17HR-277,5.0,10.0,5.04
17HR-277,10.0,15.0,1.63
17HR-277,15.0,20.0,0.57
17HR-277,20.0,25.0,1.42
17HR-277,25.0,30.0,0.6
17HR-277,30.0,35.0,1.18
17HR-277,35.0,40.0,1.56
17HR-277,40.0,45.0,1.35
17HR-277,45.0,50.0,1.53
17HR-277,50.0,55.0,1.4
17HR-277,55.0,60.0,1.76
17HR-277,60.0,65.0,6.48
17HR-277,65.0,70.0,1.37
17HR-277,70.0,75.0,0.83
17HR-277,75.0,80.0,1.13
17HR-277,80.0,85.0,0.42
17HR-277,85.0,90.0,2.75
17HR-277,90.0,95.0,3.85
17HR-277,95.0,100.0,6.06
17HR-277,100.0,105.0,1.11
17HR-277,105.0,110.0,0.61
17HR-277,110.0,115.0,1.24
17HR-277,115.0,120.0,1.62
17HR-277,120.0,125.0,5.0
17HR-277,125.0,130.0,5.4
17HR-277,130.0,135.0,4.31
17HR-277,135.0,140.0,3.73
17HR-277,140.0,145.0,6.53
17HR-277,145.0,150.0,7.7
17HR-277,150.0,155.0,4.49
17HR-277,155.0,160.0,4.76
17HR-277,160.0,165.0,1.45
17HR-277,165.0,170.0,1.23
17HR-277,170.0,175.0,1.35
17HR-277,175.0,180.0,0.35
17HR-277,180.0,185.0,0.55
17HR-277,185.0,190.0,3.44
17HR-277,190.0,195.0,5.44
17HR-277,195.0,200.0,2.94
17HR-277,200.0,205.0,6.65
17HR-277,205.0,210.0,2.56
17HR-277,210.0,215.0,6.3
17HR-277,215.0,220.0,2.76
17HR-277,220.0,225.0,5.59
17HR-277,225.0,230.0,0.26
17HR-277,230.0,235.0,1.74
17HR-277,235.0,240.0,7.07
17HR-277,240.0,245.0,7.59
17HR-277,245.0,250.0,6.16
17HR-277,250.0,255.0,5.94
17HR-277,255.0,260.0,6.65
17HR-277,260.0,265.0,3.12
17HR-277,265.0,270.0,7.86
17HR-277,270.0,275.0,3.63
17HR-277,275.0,280.0,2.64
17HR-277,280.0,285.0,2.91
17HR-277,285.0,290.0,4.04
17HR-277,290.0,295.0,3.57
17HR-277,295.0,300.0,4.92
17HR-277,300.0,305.0,6.37
17HR-277,305.0,310.0,5.23
17HR-277,310.0,315.0,4.24
17HR-277,315.0,320.0,2.11
17HR-277,320.0,325.0,5.32
17HR-277,325.0,330.0,0.99
17HR-277,330.0,335.0,1.78
17HR-277,335.0,340.0,0.11
17HR-277,340.0,345.0,3.86
17HR-277,345.0,350.0,7.37
17HR-277,350.0,355.0,7.16
17HR-277,355.0,360.0,2.75
17HR-277,360.0,365.0,3.28
17HR-277,365.0,370.0,4.41
17HR-277,370.0,375.0,3.41
17HR-277,375.0,380.0,3.0
17HR-277,380.0,385.0,4.47
17HR-277,385.0,390.0,4.83
17HR-277,390.0,395.0,3.39
17HR-277,395.0,400.0,6.75
17HR-277,400.0,405.0,2.56
17HR-277,405.0,405.0,6.79
17HR-278,0.0,5.0,1.11
17HR-278,5.0,10.0,1.07
17HR-278,10.0,15.0,0.33
17HR-278,15.0,20.0,1.58
17HR-278,20.0,25.0,20.11
17HR-278,25.0,30.0,25.14
17HR-278,30.0,35.0,30.37
17HR-278,35.0,40.0,29.18
17HR-278,40.0,45.0,12.09
17HR-278,45.0,50.0,12.47
17HR-278,50.0,55.0,19.91
17HR-278,55.0,60.0,27.9
17HR-278,60.0,65.0,6.06
17HR-278,65.0,70.0,3.53
17HR-278,70.0,75.0,7.8
17HR-278,75.0,80.0,3.6
17HR-278,80.0,85.0,4.64
17HR-278,85.0,90.0,7.65
17HR-278,90.0,95.0,4.86
17HR-278,95.0,100.0,2.83
17HR-278,100.0,105.0,5.93
17HR-278,105.0,110.0,2.04
17HR-278,110.0,115.0,5.78
17HR-278,115.0,120.0,7.4
17HR-278,120.0,125.0,3.42
17HR-278,125.0,130.0,2.24
17HR-278,130.0,135.0,1.52
17HR-278,135.0,140.0,0.97
17HR-278,140.0,145.0,1.16
17HR-278,145.0,150.0,0.65
17HR-278,150.0,155.0,2.21
17HR-278,155.0,160.0,5.24
17HR-278,160.0,165.0,3.86
17HR-278,165.0,170.0,4.07
17HR-278,170.0,175.0,5.62
17HR-278,175.0,180.0,5.78
17HR-278,180.0,185.0,7.38
17HR-278,185.0,190.0,3.72
17HR-278,190.0,195.0,5.84
17HR-278,195.0,200.0,4.77
17HR-278,200.0,205.0,7.58
17HR-278,205.0,210.0,7.54
17HR-278,210.0,215.0,6.14
17HR-278,215.0,220.0,2.87
17HR-278,220.0,225.0,2.91
17HR-278,225.0,230.0,5.96
17HR-278,230.0,235.0,3.01
17HR-278,235.0,240.0,3.95
17HR-278,240.0,245.0,4.91
17HR-278,245.0,250.0,5.54
17HR-278,250.0,255.0,5.42
17HR-278,255.0,260.0,7.08
17HR-278,260.0,265.0,5.25
17HR-278,265.0,270.0,2.02
17HR-278,270.0,275.0,7.35
17HR-278,275.0,280.0,3.78
17HR-278,280.0,285.0,0.06
17HR-278,285.0,290.0,1.78
17HR-278,290.0,295.0,0.24
17HR-278,295.0,300.0,7.41
17HR-278,300.0,305.0,6.6
17HR-278,305.0,310.0,3.28
17HR-278,310.0,315.0,6.18
17HR-278,315.0,320.0,4.34
17HR-278,320.0,325.0,6.88
17HR-278,325.0,330.0,7.43
17HR-278,330.0,335.0,6.83
17HR-278,335.0,340.0,2.24
17HR-278,340.0,345.0,3.18
17HR-278,345.0,350.0,2.64
17HR-278,350.0,355.0,2.87
17HR-278,355.0,360.0,4.43
17HR-278,360.0,365.0,4.57
17HR-278,365.0,370.0,0.76
17HR-278,370.0,375.0,1.27
17HR-278,375.0,380.0,1.6
17HR-278,380.0,385.0,3.17
17HR-278,385.0,390.0,4.69
17HR-278,390.0,395.0,5.67
17HR-278,395.0,400.0,4.79
17HR-278,400.0,405.0,7.47
17HR-278,405.0,410.0,0.77
17HR-278,410.0,415.0,1.47
17HR-278,415.0,420.0,0.93
17HR-278,420.0,425.0,4.69
17HR-278,425.0,430.0,6.64
17HR-278,430.0,435.0,5.84
17HR-278,435.0,440.0,3.71
17HR-278,440.0,445.0,3.29
17HR-278,445.0,450.0,0.33
17HR-278,450.0,455.0,0.88
17HR-278,455.0,460.0,1.04
17HR-278,460.0,465.0,1.35
17HR-278,465.0,470.0,1.27
17HR-278,470.0,475.0,0.58
17HR-278,475.0,480.0,0.13
17HR-278,480.0,485.0,1.73
17HR-278,485.0,490.0,0.31
17HR-278,490.0,495.0,0.59
17HR-278,495.0,500.0,0.86
17HR-278,500.0,505.0,1.46
17HR-278,505.0,510.0,1.31
17HR-278,510.0,515.0,1.38
17HR-278,515.0,520.0,0.24
17HR-278,520.0,525.0,0.55
17HR-278,525.0,530.0,1.25
17HR-278,530.0,535.0,0.12
17HR-278,535.0,540.0,1.74
17HR-278,540.0,545.0,0.67
17HR-278,545.0,550.0,0.12
17HR-278,550.0,555.0,0.34
17HR-278,555.0,560.0,3.79
17HR-278,560.0,565.0,6.98
17HR-278,565.0,570.0,0.88
17HR-278,570.0,575.0,1.68
17HR-278,575.0,580.0,1.38
17HR-278,580.0,585.0,1.27
17HR-278,585.0,590.0,1.25
17HR-278,590.0,595.0,4.48
17HR-278,595.0,600.0,2.96
17HR-278,600.0,605.0,4.28
17HR-278,605.0,610.0,5.87
17HR-278,610.0,615.0,7.21
17HR-278,615.0,620.0,2.9
17HR-278,620.0,625.0,7.19
17HR-278,625.0,630.0,7.25
17HR-278,630.0,630.3,5.46
17HR-279,0.0,5.0,3.9
17HR-279,5.0,10.0,2.28
17HR-279,10.0,15.0,6.91
17HR-279,15.0,20.0,4.27
17HR-279,20.0,25.0,5.52
17HR-279,25.0,30.0,7.02
17HR-279,30.0,35.0,2.82
17HR-279,35.0,40.0,4.13
17HR-279,40.0,45.0,6.36
17HR-279,45.0,50.0,4.5
17HR-279,50.0,55.0,3.18
17HR-279,55.0,60.0,7.06
17HR-279,60.0,65.0,4.48
17HR-279,65.0,70.0,6.55
17HR-279,70.0,75.0,5.18
17HR-279,75.0,80.0,2.16
17HR-279,80.0,85.0,7.26
17HR-279,85.0,90.0,7.1
17HR-279,90.0,95.0,3.37
17HR-279,95.0,100.0,4.49
17HR-279,100.0,105.0,5.75
17HR-279,105.0,110.0,4.87
17HR-279,110.0,115.0,3.71
17HR-279,115.0,120.0,30.53
17HR-279,120.0,125.0,28.27
17HR-279,125.0,130.0,5.59
17HR-279,130.0,135.0,6.08
17HR-279,135.0,140.0,3.19
17HR-279,140.0,145.0,19.99
17HR-279,145.0,150.0,24.14
17HR-279,150.0,155.0,7.71
17HR-279,155.0,160.0,3.2
17HR-279,160.0,165.0,6.04
17HR-279,165.0,170.0,4.7
17HR-279,170.0,175.0,2.89
17HR-279,175.0,180.0,14.59
17HR-279,180.0,185.0,2.29
17HR-279,185.0,190.0,5.71
17HR-279,190.0,195.0,2.97
17HR-279,195.0,200.0,7.64
17HR-279,200.0,205.0,7.33
17HR-279,205.0,210.0,6.67
17HR-279,210.0,215.0,5.35
17HR-279,215.0,220.0,7.79
17HR-279,220.0,225.0,6.99
17HR-279,225.0,230.0,5.34
17HR-279,230.0,235.0,2.4
17HR-279,235.0,240.0,7.28
17HR-279,240.0,245.0,4.93
17HR-279,245.0,250.0,2.09
17HR-279,250.0,255.0,6.9
17HR-279,255.0,260.0,5.06
17HR-279,260.0,265.0,7.57
17HR-279,265.0,270.0,5.04
17HR-279,270.0,275.0,5.11
17HR-279,275.0,280.0,3.09
17HR-279,280.0,285.0,7.62
17HR-279,285.0,290.0,7.81
17HR-279,290.0,295.0,5.47
17HR-279,295.0,300.0,2.25
17HR-279,300.0,305.0,7.1
17HR-279,305.0,310.0,6.22
17HR-279,310.0,315.0,7.82
17HR-279,315.0,320.0,2.15
17HR-279,320.0,325.0,3.66
17HR-279,325.0,330.0,5.81
17HR-279,330.0,335.0,7.45
17HR-279,335.0,340.0,4.58
17HR-279,340.0,345.0,6.38
17HR-279,345.0,350.0,6.28
17HR-279,350.0,355.0,27.03
17HR-279,355.0,357.0,6.46
17HR-280,0.0,5.0,0.82
17HR-280,5.0,10.0,3.45
17HR-280,10.0,15.0,4.21
17HR-280,15.0,20.0,6.34
17HR-280,20.0,25.0,6.72
17HR-280,25.0,30.0,4.22
17HR-280,30.0,35.0,2.86
17HR-280,35.0,40.0,4.41
17HR-280,40.0,45.0,5.68
17HR-280,45.0,50.0,6.89
17HR-280,50.0,55.0,4.29
17HR-280,55.0,60.0,7.69
17HR-280,60.0,65.0,3.54
17HR-280,65.0,70.0,4.99
17HR-280,70.0,75.0,3.61
17HR-280,75.0,80.0,3.4
17HR-280,80.0,85.0,4.95
17HR-280,85.0,90.0,6.93
17HR-280,90.0,95.0,2.28
17HR-280,95.0,100.0,2.09
17HR-280,100.0,105.0,4.2
17HR-280,105.0,110.0,2.57
17HR-280,110.0,115.0,7.84
17HR-280,115.0,120.0,4.83
17HR-280,120.0,125.0,4.68
17HR-280,125.0,129.0,3.09
17HR-281,0.0,5.0,1.26
17HR-281,5.0,10.0,1.32
17HR-281,10.0,15.0,13.14
17HR-281,15.0,20.0,19.19
17HR-281,20.0,25.0,26.06
17HR-281,25.0,30.0,31.33
17HR-281,30.0,35.0,3.32
17HR-281,35.0,40.0,7.25
17HR-281,40.0,45.0,4.23
17HR-281,45.0,50.0,7.84
17HR-281,50.0,55.0,4.35
17HR-281,55.0,60.0,3.5
17HR-281,60.0,65.0,6.48
17HR-281,65.0,70.0,2.76
17HR-281,70.0,75.0,4.98
17HR-281,75.0,80.0,3.63
17HR-281,80.0,85.0,2.88
17HR-281,85.0,90.0,6.47
17HR-281,90.0,95.0,6.79
17HR-281,95.0,100.0,4.84
17HR-281,100.0,105.0,6.74
17HR-281,105.0,110.0,2.96
17HR-281,110.0,115.0,6.0
17HR-281,115.0,120.0,6.05
17HR-281,120.0,125.0,6.22
17HR-281,125.0,130.0,6.93
17HR-281,130.0,135.0,7.75
17HR-281,135.0,140.0,3.59
17HR-281,140.0,145.0,6.19
17HR-281,145.0,150.0,2.27
17HR-281,150.0,155.0,3.82
17HR-281,155.0,160.0,5.86
17HR-281,160.0,165.0,6.31
17HR-281,165.0,170.0,4.32
17HR-281,170.0,175.0,2.48
17HR-281,175.0,180.0,3.49
17HR-281,180.0,185.0,7.22
17HR-281,185.0,190.0,6.57
17HR-281,190.0,195.0,3.03
17HR-281,195.0,200.0,5.73
17HR-281,200.0,205.0,7.47
17HR-281,205.0,210.0,7.16
17HR-281,210.0,215.0,6.69
17HR-281,215.0,220.0,6.12
17HR-281,220.0,225.0,6.86
17HR-281,225.0,230.0,6.28
17HR-281,230.0,235.0,5.84
17HR-281,235.0,240.0,7.31
17HR-281,240.0,245.0,6.59
17HR-281,245.0,250.0,5.76
17HR-281,250.0,255.0,7.01
17HR-281,255.0,260.0,4.52
17HR-281,260.0,265.0,2.56
17HR-281,265.0,270.0,3.14
17HR-281,270.0,275.0,4.17
17HR-281,275.0,280.0,5.16
17HR-281,280.0,285.0,6.29
17HR-281,285.0,290.0,6.74
17HR-281,290.0,295.0,5.23
17HR-281,295.0,300.0,6.96
17HR-281,300.0,305.0,7.96
17HR-281,305.0,310.0,3.44
17HR-281,310.0,315.0,6.4
17HR-281,315.0,320.0,5.78
17HR-281,320.0,325.0,7.58
17HR-281,325.0,330.0,3.71
17HR-281,330.0,335.0,5.67
17HR-281,335.0,340.0,2.64
17HR-281,340.0,345.0,4.82
17HR-281,345.0,350.0,2.81
17HR-281,350.0,355.0,3.73
17HR-281,355.0,360.0,5.98
17HR-281,360.0,365.0,3.1
17HR-281,365.0,370.0,5.01
17HR-281,370.0,375.0,3.19
17HR-281,375.0,380.0,4.54
17HR-281,380.0,385.0,3.33
17HR-281,385.0,390.0,4.65
17HR-281,390.0,395.0,6.12
17HR-281,395.0,400.0,4.55
17HR-281,400.0,405.0,5.76
17HR-281,405.0,410.0,3.9
17HR-281,410.0,415.0,2.52
17HR-281,415.0,420.0,4.45
17HR-281,420.0,425.0,3.17
17HR-281,425.0,430.0,0.99
17HR-281,430.0,435.0,0.35
17HR-281,435.0,440.0,0.81
17HR-281,440.0,445.0,0.75
17HR-281,445.0,450.0,1.0
17HR-281,450.0,455.0,0.75
17HR-281,455.0,460.0,0.47
17HR-281,460.0,465.0,0.54
17HR-281,465.0,470.0,1.2
17HR-281,470.0,475.0,0.46
17HR-281,475.0,480.0,1.66
17HR-281,480.0,485.0,3.7
17HR-281,485.0,490.0,6.94
17HR-281,490.0,495.0,5.7
17HR-281,495.0,500.0,2.71
17HR-281,500.0,505.0,5.93
17HR-281,505.0,510.0,6.1
17HR-281,510.0,515.0,7.02
17HR-281,515.0,520.0,4.4
17HR-281,520.0,525.0,6.35
17HR-281,525.0,530.0,5.3
17HR-281,530.0,535.0,2.22
17HR-281,535.0,540.0,6.71
17HR-281,540.0,545.0,5.67
17HR-281,545.0,550.0,0.56
17HR-281,550.0,555.0,0.5
17HR-281,555.0,560.0,1.74
17HR-281,560.0,565.0,5.52
17HR-281,565.0,570.0,1.14
17HR-281,570.0,575.0,1.53
17HR-281,575.0,580.0,0.57
17HR-281,580.0,585.0,7.05
17HR-281,585.0,590.0,4.02
17HR-281,590.0,595.0,3.88
17HR-281,595.0,600.0,6.74
17HR-281,600.0,605.0,7.59
17HR-281,605.0,610.0,2.33
17HR-281,610.0,615.0,7.41
17HR-281,615.0,620.0,3.15
17HR-281,620.0,625.0,4.79
17HR-281,625.0,630.0,7.78
17HR-281,630.0,635.0,7.19
17HR-281,635.0,640.0,4.33
17HR-281,640.0,645.0,2.29
17HR-281,645.0,650.0,4.07
17HR-281,650.0,655.0,3.5
17HR-281,655.0,656.0,6.81
17HR-282,0.0,5.0,0.55
17HR-282,5.0,10.0,5.18
17HR-282,10.0,15.0,4.24
17HR-282,15.0,20.0,3.12
17HR-282,20.0,25.0,5.35
17HR-282,25.0,30.0,5.83
17HR-282,30.0,35.0,6.84
17HR-282,35.0,40.0,7.46
17HR-282,40.0,45.0,6.64
17HR-282,45.0,50.0,0.24
17HR-282,50.0,55.0,0.68
17HR-282,55.0,60.0,6.11
17HR-282,60.0,65.0,1.24
17HR-282,65.0,70.0,0.44
17HR-282,70.0,75.0,0.83
17HR-282,75.0,80.0,1.64
17HR-282,80.0,85.0,0.14
17HR-282,85.0,90.0,0.89
17HR-282,90.0,95.0,0.26
17HR-282,95.0,100.0,1.13
17HR-282,100.0,105.0,0.5
17HR-282,105.0,110.0,0.73
17HR-282,110.0,115.0,0.54
17HR-282,115.0,120.0,1.44
17HR-282,120.0,125.0,0.76
17HR-282,125.0,130.0,1.78
17HR-282,130.0,135.0,1.59
17HR-282,135.0,140.0,0.13
17HR-282,140.0,145.0,3.5
17HR-282,145.0,150.0,6.64
17HR-282,150.0,155.0,6.82
17HR-282,155.0,160.0,2.87
17HR-282,160.0,165.0,7.59
17HR-282,165.0,170.0,3.23
17HR-282,170.0,175.0,2.3
17HR-282,175.0,180.0,1.65
17HR-282,180.0,185.0,1.37
17HR-282,185.0,190.0,0.2
17HR-282,190.0,195.0,4.95
17HR-282,195.0,200.0,3.97
17HR-282,200.0,205.0,7.72
17HR-282,205.0,210.0,3.24
17HR-282,210.0,215.0,3.74
17HR-282,215.0,220.0,2.19
17HR-282,220.0,225.0,3.27
17HR-282,225.0,230.0,1.65
17HR-282,230.0,235.0,0.92
17HR-282,235.0,240.0,0.39
17HR-282,240.0,245.0,0.11
17HR-282,245.0,250.0,0.29
17HR-282,250.0,255.0,0.58
17HR-282,255.0,260.0,5.0
17HR-282,260.0,265.0,5.89
17HR-282,265.0,270.0,4.0
17HR-282,270.0,275.0,2.21
17HR-282,275.0,280.0,6.3
17HR-282,280.0,285.0,4.67
17HR-282,285.0,290.0,6.22
17HR-282,290.0,295.0,3.07
17HR-282,295.0,300.0,2.31
17HR-282,300.0,305.0,2.54
17HR-282,305.0,310.0,4.97
17HR-282,310.0,315.0,3.17
17HR-282,315.0,320.0,6.66
17HR-282,320.0,325.0,7.61
17HR-282,325.0,330.0,2.91
17HR-282,330.0,335.0,5.85
17HR-282,335.0,340.0,7.45
17HR-282,340.0,345.0,3.68
17HR-282,345.0,350.0,2.14
17HR-282,350.0,355.0,4.84
17HR-282,355.0,360.0,3.04
17HR-282,360.0,365.0,2.4
17HR-282,365.0,370.0,5.4
17HR-282,370.0,375.0,6.28
17HR-282,375.0,380.0,6.09
17HR-282,380.0,385.0,1.07
17HR-282,385.0,390.0,1.65
17HR-282,390.0,391.0,0.68
17HR-283,0.0,5.0,1.94
17HR-283,5.0,10.0,7.89
17HR-283,10.0,15.0,2.71
17HR-283,15.0,20.0,7.14
17HR-283,20.0,25.0,3.76
17HR-283,25.0,30.0,6.72
17HR-283,30.0,35.0,4.12
17HR-283,35.0,40.0,3.79
17HR-283,40.0,45.0,3.76
17HR-283,45.0,50.0,4.56
17HR-283,50.0,55.0,4.93
17HR-283,55.0,60.0,2.99
17HR-283,60.0,65.0,4.46
17HR-283,65.0,70.0,6.61
17HR-283,70.0,75.0,5.8
17HR-283,75.0,80.0,5.88
17HR-283,80.0,85.0,2.47
17HR-283,85.0,90.0,4.99
17HR-283,90.0,95.0,3.42
17HR-283,95.0,100.0,4.54
17HR-283,100.0,105.0,2.52
17HR-283,105.0,110.0,6.65
17HR-283,110.0,115.0,6.76
17HR-283,115.0,120.0,7.71
17HR-283,120.0,125.0,6.92
17HR-283,125.0,130.0,3.21
17HR-283,130.0,135.0,5.98
17HR-283,135.0,140.0,2.03
17HR-283,140.0,145.0,4.33
17HR-283,145.0,150.0,3.4
17HR-283,150.0,155.0,3.35
17HR-283,155.0,158.0,3.06
17HR-284,0.0,5.0,0.96
17HR-284,5.0,10.0,4.43
17HR-284,10.0,15.0,2.94
17HR-284,15.0,20.0,3.22
17HR-284,20.0,25.0,0.84
17HR-284,25.0,30.0,1.71
17HR-284,30.0,35.0,1.53
17HR-284,35.0,40.0,0.79
17HR-284,40.0,45.0,3.65
17HR-284,45.0,50.0,0.07
17HR-284,50.0,55.0,1.66
17HR-284,55.0,60.0,0.22
17HR-284,60.0,65.0,1.37
17HR-284,65.0,70.0,0.66
17HR-284,70.0,75.0,0.33
17HR-284,75.0,80.0,7.34
17HR-284,80.0,85.0,3.17
17HR-284,85.0,90.0,4.59
17HR-284,90.0,95.0,7.61
17HR-284,95.0,100.0,6.02
17HR-284,100.0,105.0,1.45
17HR-284,105.0,110.0,1.79
17HR-284,110.0,115.0,4.1
17HR-284,115.0,120.0,21.72
17HR-284,120.0,125.0,2.48
17HR-284,125.0,130.0,2.54
17HR-284,130.0,135.0,5.82
17HR-284,135.0,140.0,7.26
17HR-284,140.0,145.0,5.19
17HR-284,145.0,150.0,5.99
17HR-284,150.0,155.0,2.88
17HR-284,155.0,160.0,6.3
17HR-284,160.0,165.0,3.82
17HR-284,165.0,170.0,6.09
17HR-284,170.0,175.0,1.21
17HR-284,175.0,180.0,1.53
17HR-284,180.0,185.0,1.7
17HR-284,185.0,190.0,3.9
17HR-284,190.0,195.0,0.52
17HR-284,195.0,200.0,1.56
17HR-284,200.0,205.0,4.35
17HR-284,205.0,210.0,7.13
17HR-284,210.0,215.0,0.97
17HR-284,215.0,220.0,0.85
17HR-284,220.0,225.0,1.04
17HR-284,225.0,230.0,0.21
17HR-284,230.0,235.0,1.22
17HR-284,235.0,240.0,1.02
17HR-284,240.0,245.0,3.05
17HR-284,245.0,250.0,4.56
17HR-284,250.0,255.0,2.23
17HR-284,255.0,260.0,4.77
17HR-284,260.0,265.0,8.0
17HR-284,265.0,270.0,7.4
17HR-284,270.0,275.0,5.83
17HR-284,275.0,280.0,3.1
17HR-284,280.0,285.0,4.01
17HR-284,285.0,290.0,0.29
17HR-284,290.0,295.0,1.0
17HR-284,295.0,300.0,0.22
17HR-284,300.0,305.0,0.07
17HR-284,305.0,310.0,1.69
17HR-284,310.0,315.0,1.18
17HR-284,315.0,320.0,1.75
17HR-284,320.0,325.0,0.33
17HR-284,325.0,330.0,1.24
17HR-284,330.0,335.0,1.04
17HR-284,335.0,340.0,5.08
17HR-284,340.0,345.0,2.0
17HR-284,345.0,350.0,6.16
17HR-284,350.0,355.0,6.55
17HR-284,355.0,360.0,6.75
17HR-284,360.0,365.0,2.48
17HR-284,365.0,370.0,23.65
17HR-284,370.0,375.0,23.37
17HR-284,375.0,380.0,18.33
17HR-284,380.0,385.0,12.2
17HR-284,385.0,390.0,11.7
17HR-284,390.0,395.0,0.63
17HR-284,395.0,400.0,0.36
17HR-284,400.0,405.0,7.61
17HR-284,405.0,410.0,7.16
17HR-284,410.0,415.0,2.37
17HR-284,415.0,420.0,1.65
17HR-284,420.0,425.0,0.53
17HR-284,425.0,430.0,0.98
17HR-284,430.0,435.0,4.58
17HR-284,435.0,440.0,1.79
17HR-284,440.0,445.0,1.39
17HR-284,445.0,450.0,0.85
17HR-284,450.0,452.0,1.59
17HR-285,0.0,5.0,0.23
17HR-285,5.0,10.0,1.18
17HR-285,10.0,15.0,4.85
17HR-285,15.0,20.0,6.44
17HR-285,20.0,25.0,6.02
17HR-285,25.0,30.0,4.4
17HR-285,30.0,35.0,6.51
17HR-285,35.0,40.0,7.21
17HR-285,40.0,45.0,5.25
17HR-285,45.0,50.0,23.68
17HR-285,50.0,55.0,18.38
17HR-285,55.0,60.0,18.92
17HR-285,60.0,65.0,28.47
17HR-285,65.0,70.0,13.17
17HR-285,70.0,75.0,11.05
17HR-285,75.0,80.0,15.9
17HR-285,80.0,85.0,16.54
17HR-285,85.0,90.0,15.28
17HR-285,90.0,95.0,12.82
17HR-285,95.0,100.0,13.12
17HR-285,100.0,105.0,18.26
17HR-285,105.0,110.0,2.45
17HR-285,110.0,115.0,2.3
17HR-285,115.0,120.0,0.15
17HR-285,120.0,125.0,1.73
17HR-285,125.0,130.0,0.13
17HR-285,130.0,135.0,1.24
17HR-285,135.0,140.0,0.36
17HR-285,140.0,145.0,1.41
17HR-285,145.0,150.0,1.28
17HR-285,150.0,155.0,1.4
17HR-285,155.0,160.0,1.3
17HR-285,160.0,165.0,1.61
17HR-285,165.0,170.0,1.12
17HR-285,170.0,175.0,1.65
17HR-285,175.0,180.0,1.47
17HR-285,180.0,185.0,0.45
17HR-285,185.0,190.0,0.85
17HR-285,190.0,195.0,1.66
17HR-285,195.0,200.0,1.23
17HR-285,200.0,205.0,1.35
17HR-285,205.0,210.0,0.57
17HR-285,210.0,215.0,0.13
17HR-285,215.0,220.0,2.42
17HR-285,220.0,225.0,7.62
17HR-285,225.0,230.0,0.9
17HR-285,230.0,235.0,1.31
17HR-285,235.0,240.0,1.0
17HR-285,240.0,245.0,1.32
17HR-285,245.0,250.0,5.58
17HR-285,250.0,255.0,1.36
17HR-285,255.0,260.0,1.17
17HR-285,260.0,265.0,3.13
17HR-285,265.0,270.0,1.67
17HR-285,270.0,275.0,0.09
17HR-285,275.0,280.0,3.24
17HR-285,280.0,285.0,3.5
17HR-285,285.0,290.0,0.89
17HR-285,290.0,295.0,1.58
17HR-285,295.0,300.0,0.92
17HR-285,300.0,305.0,1.3
17HR-285,305.0,310.0,1.22
17HR-285,310.0,315.0,1.38
17HR-285,315.0,320.0,1.34
17HR-285,320.0,325.0,1.39
17HR-285,325.0,330.0,2.16
17HR-285,330.0,335.0,4.77
17HR-285,335.0,340.0,3.49
17HR-285,340.0,345.0,6.78
17HR-285,345.0,350.0,7.25
17HR-285,350.0,355.0,7.86
17HR-285,355.0,360.0,4.33
17HR-285,360.0,365.0,3.69
17HR-285,365.0,370.0,4.0
17HR-285,370.0,375.0,2.18
17HR-285,375.0,380.0,5.02
17HR-285,380.0,385.0,2.12
17HR-285,385.0,390.0,2.88
17HR-285,390.0,395.0,25.85
17HR-285,395.0,400.0,1.69
17HR-285,400.0,405.0,0.23
17HR-285,405.0,410.0,5.56
17HR-285,410.0,415.0,6.77
17HR-285,415.0,420.0,19.83
17HR-285,420.0,425.0,4.03
17HR-285,425.0,430.0,3.48
17HR-285,430.0,435.0,6.13
17HR-285,435.0,440.0,6.7
17HR-285,440.0,445.0,2.24
17HR-285,445.0,450.0,7.1
17HR-285,450.0,452.0,6.51
17HR-286,0.0,5.0,0.29
17HR-286,5.0,10.0,5.7
17HR-286,10.0,15.0,2.2
