hole_id,from,to,mineral,percent
17HR-288,214.3,214.3,SPH,16.9
17HR-288,214.3,214.3,SPH,6.4
17HR-288,226.6,226.6,PY,13.1
17HR-288,225.4,225.4,PY,14.2
17HR-288,226.2,226.2,PY,13.8
17HR-288,225.3,225.3,PY,8.2
17HR-288,226.3,226.3,PY,12.9
17HR-289,12.0,12.0,SPH,7.4
17HR-289,12.3,12.3,SPH,18.1
17HR-289,11.3,11.3,PY,2.5
17HR-289,11.8,11.8,SPH,3.7
17HR-289,11.5,11.5,PY,5.7
17HR-289,12.7,12.7,PO,16.6
17HR-289,31.7,31.7,PO,1.1
17HR-289,32.8,32.8,CPY,2.2
17HR-289,31.8,31.8,PY,13.7
17HR-289,32.4,32.4,CPY,1.3
17HR-289,31.7,31.7,PO,20.0
17HR-289,55.8,55.8,SPH,6.5
17HR-289,53.1,53.1,SPH,9.4
17HR-289,51.6,51.6,PY,15.7
17HR-289,105.4,105.4,CPY,14.5
17HR-289,104.5,104.5,PY,2.8
17HR-289,103.4,103.4,PY,6.7
17HR-289,104.4,104.4,PO,17.4
17HR-289,103.0,103.0,PY,18.3
17HR-289,143.7,143.7,SPH,14.3
17HR-289,144.7,144.7,PY,11.1
17HR-289,144.3,144.3,PO,5.5
17HR-289,143.7,143.7,SPH,17.7
17HR-289,144.5,144.5,SPH,6.0
17HR-289,144.6,144.6,PO,7.5
17HR-289,174.2,174.2,PY,5.4
17HR-289,182.1,182.1,PY,15.3
17HR-289,179.6,179.6,PO,18.9
17HR-290,16.4,16.4,PY,13.2
17HR-290,17.2,17.2,SPH,7.8
17HR-290,26.6,26.6,SPH,12.2
17HR-290,44.4,44.4,PY,13.3
17HR-290,44.2,44.2,SPH,17.5
17HR-290,43.3,43.3,SPH,10.6
17HR-290,56.7,56.7,PY,13.5
17HR-290,55.6,55.6,SPH,13.0
17HR-290,58.9,58.9,PY,13.9
17HR-290,78.1,78.1,PY,13.6
17HR-290,77.7,77.7,SPH,19.3
17HR-290,77.5,77.5,SPH,2.3
17HR-290,136.2,136.2,CPY,1.7
17HR-290,135.9,135.9,PO,9.0
17HR-290,136.7,136.7,PY,19.7
17HR-290,136.8,136.8,CPY,14.3
17HR-290,135.2,135.2,PY,5.7
17HR-290,186.2,186.2,PY,10.8
17HR-290,185.4,185.4,PY,2.0
17HR-290,169.5,169.5,PY,7.4
17HR-290,181.3,181.3,SPH,10.6
17HR-291,109.6,109.6,PY,5.7
17HR-291,106.6,106.6,PO,15.9
17HR-291,107.8,107.8,PY,17.4
17HR-291,169.6,169.6,CPY,13.1
17HR-291,170.3,170.3,PY,4.7
17HR-291,169.9,169.9,CPY,9.0
17HR-291,170.0,170.0,PY,11.5
17HR-291,170.4,170.4,PO,5.6
17HR-292,7.8,7.8,PY,3.6
17HR-292,5.4,5.4,SPH,1.5
17HR-292,6.3,6.3,SPH,18.6
17HR-292,6.2,6.2,PY,1.4
17HR-292,5.6,5.6,SPH,4.2
17HR-292,22.8,22.8,SPH,5.7
17HR-292,22.4,22.4,PY,1.9
17HR-292,22.6,22.6,PY,18.4
17HR-292,22.6,22.6,SPH,1.9
17HR-292,21.7,21.7,SPH,17.1
17HR-292,52.3,52.3,PY,14.4
17HR-292,52.6,52.6,SPH,18.7
17HR-292,52.3,52.3,PO,17.5
17HR-292,52.9,52.9,PY,19.8
17HR-292,108.0,108.0,SPH,3.2
17HR-292,100.0,100.0,SPH,13.0
17HR-292,89.2,89.2,SPH,2.1
17HR-293,25.4,25.4,PY,15.0
17HR-293,23.6,23.6,PY,18.9
17HR-293,22.8,22.8,CPY,15.7
17HR-293,25.9,25.9,CPY,15.5
17HR-293,68.5,68.5,PY,3.8
17HR-293,69.8,69.8,PY,16.7
17HR-293,78.1,78.1,GAL,18.2
17HR-293,70.8,70.8,PY,14.1
17HR-293,58.2,58.2,PY,18.9
17HR-293,78.4,78.4,GAL,12.5
17HR-293,99.3,99.3,PY,11.1
17HR-293,98.6,98.6,GAL,6.1
17HR-293,99.1,99.1,GAL,10.3
17HR-293,99.9,99.9,GAL,18.0
17HR-293,206.5,206.5,PO,14.5
17HR-293,207.5,207.5,PY,15.5
17HR-293,209.7,209.7,PO,4.5
17HR-293,205.5,205.5,SPH,2.9
17HR-293,230.8,230.8,PY,5.9
17HR-293,228.7,228.7,PO,2.5
17HR-293,228.4,228.4,GAL,15.4
17HR-293,231.6,231.6,GAL,15.1
17HR-293,251.3,251.3,CPY,3.0
17HR-293,252.0,252.0,CPY,11.8
17HR-293,252.7,252.7,CPY,7.5
17HR-293,253.0,253.0,PY,7.6
17HR-293,250.5,250.5,CPY,16.7
17HR-293,281.7,281.7,GAL,1.8
17HR-293,280.1,280.1,GAL,7.2
17HR-293,288.0,288.0,PY,2.0
17HR-293,282.8,282.8,GAL,11.6
17HR-293,282.8,282.8,GAL,14.9
17HR-293,307.9,307.9,SPH,9.2
17HR-293,315.5,315.5,PO,3.1
17HR-293,315.1,315.1,PO,8.7
17HR-293,341.7,341.7,PO,16.5
17HR-293,339.6,339.6,PY,18.8
17HR-293,344.7,344.7,SPH,13.0
17HR-293,342.9,342.9,PO,6.9
17HR-294,22.1,22.1,PY,4.0
17HR-294,26.9,26.9,PO,8.2
17HR-294,30.1,30.1,PO,3.3
17HR-294,26.9,26.9,SPH,19.3
17HR-294,23.4,23.4,PY,17.9
17HR-294,30.4,30.4,SPH,3.3
17HR-294,52.6,52.6,SPH,6.5
17HR-294,52.8,52.8,SPH,5.9
17HR-294,52.4,52.4,PO,17.1
17HR-294,51.1,51.1,SPH,12.0
17HR-294,54.4,54.4,PY,13.7
17HR-294,63.4,63.4,PY,4.4
17HR-294,95.5,95.5,SPH,2.7
17HR-294,100.9,100.9,PY,14.5
17HR-294,91.7,91.7,PY,4.0
17HR-294,93.5,93.5,SPH,6.1
17HR-294,166.6,166.6,PY,11.1
17HR-294,166.6,166.6,SPH,5.5
17HR-294,165.9,165.9,SPH,18.4
17HR-295,5.0,5.0,CPY,18.8
17HR-295,8.6,8.6,PY,15.9
17HR-295,6.8,6.8,CPY,14.2
17HR-296,8.8,8.8,SPH,3.9
17HR-296,11.3,11.3,SPH,13.1
17HR-296,37.3,37.3,PY,8.1
17HR-296,35.1,35.1,PY,16.2
17HR-296,16.9,16.9,PO,1.6
17HR-296,20.2,20.2,PY,16.9
17HR-296,94.2,94.2,CPY,15.3
17HR-296,94.7,94.7,PY,5.7
17HR-296,95.1,95.1,PY,7.8
17HR-296,115.9,115.9,PY,14.2
17HR-296,112.2,112.2,SPH,7.6
17HR-296,113.6,113.6,SPH,16.5
17HR-296,115.3,115.3,PY,1.6
17HR-296,166.9,166.9,SPH,2.8
17HR-296,166.5,166.5,PO,15.1
17HR-296,166.5,166.5,SPH,12.2
17HR-296,167.8,167.8,SPH,6.7
17HR-296,182.8,182.8,SPH,15.7
17HR-296,183.2,183.2,PY,6.2
17HR-296,182.1,182.1,SPH,1.8
17HR-297,20.4,20.4,CPY,6.7
17HR-297,7.6,7.6,CPY,3.5
17HR-297,13.7,13.7,PO,13.5
17HR-297,62.6,62.6,CPY,3.9
17HR-297,61.1,61.1,PY,2.1
17HR-297,61.8,61.8,CPY,19.9
17HR-297,62.0,62.0,CPY,9.4
17HR-297,62.5,62.5,CPY,4.7
17HR-297,104.2,104.2,CPY,3.1
17HR-297,103.5,103.5,PY,16.8
17HR-297,104.6,104.6,PY,4.7
17HR-297,103.5,103.5,PY,6.4
17HR-297,167.9,167.9,CPY,11.2
17HR-297,168.6,168.6,PY,15.8
17HR-297,167.4,167.4,PY,2.2
17HR-297,168.8,168.8,PO,2.4
17HR-297,167.5,167.5,PY,4.5
17HR-297,168.7,168.7,PO,1.7
17HR-297,207.5,207.5,PY,20.0
17HR-297,207.8,207.8,PY,5.0
17HR-297,209.0,209.0,CPY,18.7
17HR-297,208.1,208.1,PY,9.7
17HR-297,208.9,208.9,CPY,7.2
17HR-297,207.1,207.1,CPY,10.1
17HR-297,233.1,233.1,PO,19.9
17HR-297,233.1,233.1,PY,15.6
17HR-297,240.6,240.6,PO,16.4
17HR-297,262.7,262.7,CPY,7.1
17HR-297,259.3,259.3,CPY,19.5
17HR-297,262.2,262.2,CPY,6.2
17HR-297,257.3,257.3,CPY,11.0
17HR-298,13.5,13.5,CPY,16.7
17HR-298,13.1,13.1,PY,9.8
17HR-298,13.2,13.2,CPY,3.5
17HR-298,13.3,13.3,PO,5.3
17HR-298,13.2,13.2,PY,11.2
17HR-298,29.0,29.0,PY,14.0
17HR-298,28.1,28.1,CPY,3.2
17HR-298,27.9,27.9,CPY,10.5
17HR-298,25.5,25.5,PY,2.3
17HR-298,31.5,31.5,PY,15.2
17HR-298,91.1,91.1,SPH,16.2
17HR-298,104.1,104.1,SPH,8.2
17HR-298,121.2,121.2,PY,13.2
17HR-298,114.3,114.3,PY,8.9
17HR-298,143.6,143.6,PY,4.2
17HR-298,137.5,137.5,SPH,14.6
17HR-298,134.4,134.4,SPH,6.0
17HR-298,175.3,175.3,SPH,14.9
17HR-298,175.8,175.8,SPH,19.5
17HR-298,175.3,175.3,SPH,11.6
17HR-298,175.4,175.4,PY,3.0
17HR-298,175.4,175.4,PO,14.1
17HR-298,208.4,208.4,PY,18.7
17HR-298,209.5,209.5,PO,4.6
17HR-298,208.5,208.5,SPH,8.2
17HR-298,233.8,233.8,CPY,3.0
17HR-298,233.3,233.3,PO,9.4
17HR-298,233.6,233.6,PO,12.8
17HR-298,233.2,233.2,PO,12.7
17HR-298,233.4,233.4,CPY,1.6
17HR-298,264.6,264.6,PO,4.1
17HR-298,264.9,264.9,PY,17.5
17HR-298,265.8,265.8,PY,15.0
17HR-298,264.5,264.5,PY,5.8
17HR-298,265.9,265.9,PY,4.8
17HR-298,265.2,265.2,PY,1.6
17HR-298,276.4,276.4,PY,3.5
17HR-298,281.6,281.6,SPH,4.6
17HR-298,277.9,277.9,SPH,5.1
17HR-298,350.6,350.6,CPY,1.3
17HR-298,351.6,351.6,CPY,9.0
17HR-298,351.6,351.6,CPY,7.5
17HR-298,351.0,351.0,PY,5.1
17HR-298,351.9,351.9,PY,6.1
17HR-299,27.0,27.0,PY,19.1
17HR-299,24.5,24.5,PY,14.5
17HR-299,25.4,25.4,SPH,5.5
17HR-299,24.6,24.6,PY,3.3
17HR-299,25.3,25.3,PY,18.7
17HR-299,25.4,25.4,PY,1.7
17HR-299,134.2,134.2,SPH,2.6
17HR-299,134.4,134.4,SPH,12.5
17HR-299,136.0,136.0,SPH,14.4
17HR-299,173.1,173.1,PO,1.5
17HR-299,170.2,170.2,SPH,4.7
17HR-299,185.9,185.9,PY,9.7
17HR-299,176.1,176.1,SPH,6.7
17HR-299,185.3,185.3,PY,6.9
17HR-299,166.0,166.0,SPH,19.8
17HR-299,202.9,202.9,SPH,18.6
17HR-299,203.6,203.6,PY,7.6
17HR-299,202.2,202.2,PO,1.9
17HR-299,217.3,217.3,PO,15.2
17HR-299,215.3,215.3,CPY,8.3
17HR-299,217.9,217.9,PY,4.6
17HR-299,214.3,214.3,PY,3.3
17HR-299,216.3,216.3,CPY,7.2
17HR-299,223.6,223.6,CPY,7.7
17HR-299,236.4,236.4,CPY,8.7
17HR-299,237.6,237.6,CPY,19.6
17HR-299,238.0,238.0,PY,3.8
17HR-299,236.8,236.8,PO,14.4
17HR-299,237.0,237.0,CPY,7.6
17HR-299,236.7,236.7,CPY,9.1
17HR-299,265.5,265.5,SPH,15.9
17HR-299,280.9,280.9,SPH,14.8
17HR-299,281.5,281.5,PY,13.4
17HR-299,313.0,313.0,PY,5.4
17HR-299,312.6,312.6,CPY,19.0
17HR-299,312.4,312.4,CPY,3.3
17HR-299,312.5,312.5,PO,17.4
17HR-299,312.8,312.8,CPY,16.1
17HR-299,312.4,312.4,PY,12.4
17HR-299,346.1,346.1,PY,14.8
17HR-299,340.0,340.0,PY,10.5
17HR-299,341.3,341.3,SPH,4.3
17HR-300,16.9,16.9,CPY,1.3
17HR-300,25.8,25.8,CPY,2.8
17HR-300,2.8,2.8,CPY,6.7
17HR-300,21.5,21.5,PY,8.9
17HR-300,6.4,6.4,PO,17.7
17HR-300,40.8,40.8,CPY,14.1
17HR-300,41.5,41.5,PY,17.8
17HR-300,40.6,40.6,CPY,5.9
17HR-300,40.2,40.2,PO,18.7
17HR-300,40.8,40.8,PY,16.0
17HR-300,57.8,57.8,CPY,1.8
17HR-300,56.2,56.2,PY,4.4
17HR-300,56.2,56.2,CPY,10.8
17HR-300,57.3,57.3,PY,18.2
17HR-300,103.5,103.5,CPY,2.7
17HR-300,103.0,103.0,PO,16.1
17HR-300,103.4,103.4,CPY,3.6
17HR-300,103.5,103.5,PY,13.4
17HR-300,103.7,103.7,CPY,5.5
17HR-300,102.4,102.4,PY,3.8
17HR-300,123.3,123.3,CPY,12.2
17HR-300,122.7,122.7,PO,15.7
17HR-300,122.2,122.2,CPY,4.5
17HR-300,172.3,172.3,PY,11.5
17HR-300,172.2,172.2,CPY,2.9
17HR-300,173.7,173.7,PY,2.1
17HR-300,173.9,173.9,CPY,15.9
17HR-300,172.7,172.7,PO,7.7
17HR-300,172.7,172.7,CPY,9.0
17HR-300,224.0,224.0,PO,10.4
17HR-300,218.1,218.1,PY,5.0
17HR-300,223.2,223.2,PY,4.3
17HR-300,219.7,219.7,CPY,11.4
17HR-300,221.6,221.6,PY,4.2
17HR-300,240.0,240.0,SPH,6.6
17HR-300,239.6,239.6,SPH,18.7
17HR-300,238.1,238.1,SPH,18.1
17HR-300,238.3,238.3,PO,11.4
17HR-300,238.3,238.3,PY,5.2
17HR-300,239.1,239.1,PY,3.8
17HR-300,273.4,273.4,CPY,4.9
17HR-300,273.8,273.8,CPY,6.7
17HR-300,281.3,281.3,PY,4.9
17HR-300,281.4,281.4,PY,15.5
17HR-300,282.4,282.4,PO,2.0
17HR-300,319.9,319.9,PY,8.3
17HR-300,307.7,307.7,PO,16.4
17HR-300,322.5,322.5,CPY,6.8
17HR-300,344.6,344.6,CPY,19.8
17HR-300,345.7,345.7,CPY,12.6
17HR-300,345.3,345.3,CPY,14.0
17HR-300,365.2,365.2,CPY,1.7
17HR-300,359.0,359.0,CPY,18.6
17HR-300,365.1,365.1,PO,10.7
17HR-300,361.0,361.0,PY,15.2
17HR-300,397.4,397.4,CPY,14.8
17HR-300,399.3,399.3,CPY,15.7
17HR-300,396.9,396.9,PY,2.8
17HR-300,398.3,398.3,CPY,7.8
17HR-300,397.6,397.6,CPY,5.5
17HR-301,11.1,11.1,PY,18.3
17HR-301,11.3,11.3,PY,15.8
17HR-301,11.5,11.5,PY,15.9
17HR-301,12.9,12.9,PY,3.9
17HR-301,11.5,11.5,CPY,7.0
17HR-301,12.9,12.9,CPY,16.0
17HR-301,60.8,60.8,PY,15.6
17HR-301,51.1,51.1,SPH,6.3
17HR-301,67.6,67.6,PY,1.1
17HR-301,64.8,64.8,PO,3.6
17HR-301,54.1,54.1,SPH,9.9
17HR-301,50.7,50.7,SPH,17.4
17HR-301,88.3,88.3,SPH,4.3
17HR-301,88.7,88.7,PO,16.3
17HR-301,88.0,88.0,PY,1.7
17HR-301,88.7,88.7,PY,11.5
17HR-301,88.8,88.8,SPH,7.6
17HR-301,87.6,87.6,PY,10.2
17HR-301,157.5,157.5,SPH,4.3
17HR-301,157.4,157.4,SPH,19.6
17HR-301,158.2,158.2,PY,14.5
17HR-301,212.5,212.5,PY,4.1
17HR-301,202.3,202.3,SPH,11.6
17HR-301,210.5,210.5,SPH,19.3
17HR-301,201.5,201.5,PY,4.9
17HR-301,203.5,203.5,SPH,2.4
17HR-301,202.5,202.5,SPH,5.1
17HR-301,264.8,264.8,CPY,1.1
17HR-301,273.4,273.4,PY,1.3
17HR-301,274.6,274.6,PY,17.0
17HR-301,260.8,260.8,CPY,6.0
17HR-301,262.4,262.4,CPY,14.2
17HR-301,261.3,261.3,PY,7.1
17HR-301,286.5,286.5,SPH,9.1
17HR-301,285.3,285.3,SPH,12.7
17HR-301,285.6,285.6,PY,17.2
17HR-301,285.4,285.4,PY,11.4
17HR-301,313.5,313.5,PY,17.9
17HR-301,314.2,314.2,PY,11.6
17HR-301,313.7,313.7,SPH,16.2
17HR-301,313.1,313.1,PY,2.5
17HR-302,24.1,24.1,PY,15.2
17HR-302,25.6,25.6,PY,1.4
17HR-302,25.0,25.0,CPY,18.3
17HR-302,25.6,25.6,CPY,9.2
17HR-302,38.3,38.3,CPY,16.6
17HR-302,38.9,38.9,CPY,1.1
17HR-302,39.1,39.1,PY,17.6
17HR-302,38.1,38.1,PO,8.0
17HR-302,56.6,56.6,SPH,12.6
17HR-302,58.3,58.3,SPH,15.0
17HR-302,61.0,61.0,PO,2.0
17HR-302,61.3,61.3,PY,8.6
17HR-302,83.5,83.5,SPH,13.3
17HR-302,80.3,80.3,PY,4.2
17HR-302,82.8,82.8,SPH,18.7
17HR-302,81.5,81.5,PO,9.9
17HR-302,107.3,107.3,PY,6.3
17HR-302,104.1,104.1,PY,11.2
17HR-302,104.1,104.1,PY,15.4
17HR-302,104.5,104.5,PO,4.9
17HR-302,144.0,144.0,CPY,11.0
17HR-302,136.7,136.7,PO,7.0
17HR-302,136.2,136.2,CPY,4.7
17HR-302,146.6,146.6,PY,7.9
17HR-302,135.8,135.8,CPY,8.1
17HR-302,145.7,145.7,PY,2.5
17HR-302,219.3,219.3,CPY,9.7
17HR-302,214.9,214.9,PY,15.9
17HR-302,221.5,221.5,PY,15.7
17HR-302,214.2,214.2,PY,1.3
17HR-302,222.3,222.3,PY,16.7
17HR-302,222.2,222.2,CPY,3.8
17HR-302,261.6,261.6,PY,15.5
17HR-302,258.6,258.6,PY,12.1
17HR-302,259.7,259.7,PY,1.8
17HR-302,259.7,259.7,SPH,8.2
17HR-303,28.8,28.8,CPY,5.1
17HR-303,29.4,29.4,PY,12.8
17HR-303,29.4,29.4,PY,8.0
17HR-303,28.6,28.6,CPY,14.8
17HR-303,28.9,28.9,CPY,5.5
17HR-303,28.8,28.8,PO,11.2
17HR-303,102.0,102.0,PY,2.1
17HR-303,103.0,103.0,PY,13.2
17HR-303,102.9,102.9,PY,3.6
17HR-303,126.4,126.4,CPY,13.6
17HR-303,126.4,126.4,CPY,3.8
17HR-303,126.6,126.6,PY,6.6
17HR-303,183.4,183.4,PO,1.9
17HR-303,185.0,185.0,PY,17.3
17HR-303,184.4,184.4,CPY,9.3
17HR-303,186.8,186.8,PO,17.7
17HR-303,185.4,185.4,PO,1.4
17HR-303,200.2,200.2,CPY,15.5
17HR-303,200.3,200.3,PY,13.2
17HR-303,200.2,200.2,PY,14.7
17HR-303,201.3,201.3,CPY,16.5
17HR-303,218.0,218.0,SPH,15.7
17HR-303,219.2,219.2,SPH,18.9
17HR-303,218.5,218.5,PY,7.4
17HR-303,219.1,219.1,PY,4.1
17HR-303,219.2,219.2,SPH,15.6
17HR-303,237.4,237.4,SPH,10.6
17HR-303,237.1,237.1,PY,11.5
17HR-303,235.6,235.6,PO,10.5
17HR-303,295.9,295.9,CPY,10.3
17HR-303,271.9,271.9,PY,12.7
17HR-303,277.7,277.7,CPY,7.7
17HR-303,263.6,263.6,PY,19.3
17HR-303,255.0,255.0,CPY,14.1
17HR-303,257.7,257.7,PY,12.0
17HR-303,312.9,312.9,CPY,15.5
17HR-303,313.7,313.7,CPY,15.8
17HR-303,313.1,313.1,CPY,17.8
17HR-303,346.7,346.7,PO,7.4
17HR-303,348.5,348.5,PY,1.4
17HR-303,351.6,351.6,CPY,16.0
17HR-303,346.9,346.9,PO,8.8
17HR-303,374.7,374.7,PO,14.9
17HR-303,375.0,375.0,PY,5.7
17HR-303,375.8,375.8,PY,10.9
17HR-303,374.1,374.1,PY,4.9
17HR-304,29.6,29.6,CPY,19.8
17HR-304,24.3,24.3,PY,2.8
17HR-304,24.7,24.7,PY,2.2
17HR-304,29.4,29.4,PO,13.1
17HR-304,70.3,70.3,SPH,7.5
17HR-304,71.1,71.1,SPH,17.2
17HR-304,65.8,65.8,PY,7.8
17HR-304,71.9,71.9,PY,8.5
17HR-304,77.6,77.6,PY,1.5
17HR-304,72.9,72.9,PY,16.3
17HR-304,132.4,132.4,CPY,7.0
17HR-304,132.2,132.2,CPY,3.0
17HR-304,132.2,132.2,PY,1.4
17HR-304,132.7,132.7,CPY,4.1
17HR-304,133.0,133.0,PO,1.8
17HR-304,152.6,152.6,CPY,10.5
17HR-304,149.9,149.9,CPY,1.6
17HR-304,150.9,150.9,CPY,9.7
17HR-304,148.8,148.8,CPY,7.2
17HR-304,324.9,324.9,PO,7.6
17HR-304,331.2,331.2,PO,13.5
17HR-304,339.5,339.5,PY,14.1
17HR-304,354.5,354.5,CPY,18.2
17HR-304,354.4,354.4,PY,12.1
17HR-304,355.7,355.7,PO,9.6
17HR-304,392.8,392.8,SPH,17.7
17HR-304,377.3,377.3,PY,10.5
17HR-304,388.2,388.2,PO,12.7
17HR-304,388.4,388.4,SPH,5.9
17HR-304,412.3,412.3,PO,3.6
17HR-304,409.5,409.5,PY,7.1
17HR-304,413.4,413.4,CPY,12.3
17HR-304,406.6,406.6,CPY,5.8
17HR-304,410.1,410.1,CPY,11.0
17HR-304,411.0,411.0,PY,9.4
17HR-304,487.9,487.9,PY,10.4
17HR-304,486.8,486.8,SPH,12.7
17HR-304,487.0,487.0,SPH,7.7
17HR-304,487.7,487.7,PY,5.2
