hole_id,from,to,rqd_pct
17HR-272,579.0,582.0,75.8
17HR-272,582.0,585.0,91.4
17HR-272,585.0,588.0,64.3
17HR-272,588.0,591.0,76.4
17HR-272,591.0,594.0,64.6
17HR-272,594.0,597.0,85.7
17HR-272,597.0,600.0,89.0
17HR-272,600.0,603.0,88.3
17HR-272,603.0,606.0,69.9
17HR-272,606.0,609.0,90.6
17HR-272,609.0,612.0,62.0
17HR-272,612.0,615.0,73.1
17HR-272,615.0,618.0,79.9
17HR-272,618.0,621.0,68.6
17HR-272,621.0,624.0,63.1
17HR-272,624.0,627.0,66.6
17HR-272,627.0,630.0,36.9
17HR-272,630.0,633.0,63.9
17HR-272,633.0,636.0,30.2
17HR-272,636.0,639.0,82.6
17HR-272,639.0,642.0,65.4
17HR-272,642.0,645.0,69.4
17HR-272,645.0,648.0,69.4
17HR-272,648.0,651.0,82.1
17HR-272,651.0,654.0,64.1
17HR-272,654.0,657.0,74.8
17HR-272,657.0,660.0,71.5
17HR-272,660.0,663.0,67.2
17HR-272,663.0,666.0,61.3
17HR-272,666.0,669.0,73.3
17HR-272,669.0,672.0,73.8
17HR-272,672.0,675.0,93.7
17HR-272,675.0,678.0,67.5
17HR-272,678.0,681.0,89.0
17HR-272,681.0,684.0,81.1
17HR-272,684.0,687.0,93.0
17HR-272,687.0,690.0,73.3
17HR-272,690.0,693.0,72.5
17HR-272,693.0,696.0,84.4
17HR-272,696.0,699.0,74.6
17HR-272,699.0,702.0,83.5
17HR-272,702.0,705.0,77.0
17HR-272,705.0,708.0,80.4
17HR-272,708.0,711.0,81.9
17HR-272,711.0,714.0,76.1
17HR-272,714.0,717.0,69.6
17HR-272,717.0,720.0,70.3
17HR-272,720.0,723.0,92.3
17HR-272,723.0,726.0,63.9
17HR-272,726.0,729.0,61.4
17HR-272,729.0,732.0,88.6
17HR-272,732.0,735.0,93.9
17HR-272,735.0,738.0,64.5
17HR-272,738.0,741.0,89.1
17HR-272,741.0,744.0,88.7
17HR-272,744.0,747.0,71.3
17HR-272,747.0,750.0,72.8
17HR-272,750.0,753.0,83.9
17HR-272,753.0,756.0,81.0
17HR-272,756.0,759.0,61.1
17HR-272,759.0,762.0,86.5
17HR-272,762.0,765.0,68.7
17HR-272,765.0,768.0,92.6
17HR-272,768.0,770.0,70.1
17HR-273,0.0,3.0,27.0
17HR-273,3.0,6.0,60.4
17HR-273,6.0,9.0,79.0
17HR-273,9.0,12.0,71.5
17HR-273,12.0,15.0,39.5
17HR-273,15.0,18.0,50.6
17HR-273,18.0,21.0,57.3
17HR-273,21.0,24.0,40.7
17HR-273,24.0,27.0,38.8
17HR-273,27.0,30.0,37.5
17HR-273,30.0,33.0,81.9
17HR-273,33.0,36.0,81.0
17HR-273,36.0,39.0,87.4
17HR-273,39.0,42.0,77.8
17HR-273,42.0,45.0,70.9
17HR-273,45.0,48.0,92.8
17HR-273,48.0,51.0,70.9
17HR-273,51.0,54.0,88.4
17HR-273,54.0,57.0,91.3
17HR-273,57.0,60.0,32.5
17HR-273,60.0,63.0,37.5
17HR-273,63.0,66.0,36.3
17HR-273,66.0,69.0,45.6
17HR-273,69.0,72.0,43.1
17HR-273,72.0,75.0,38.7
17HR-273,75.0,78.0,39.0
17HR-273,78.0,81.0,61.7
17HR-273,81.0,84.0,78.5
17HR-273,84.0,87.0,49.8
17HR-273,87.0,90.0,44.4
17HR-273,90.0,93.0,57.4
17HR-273,93.0,96.0,46.8
17HR-273,96.0,99.0,49.4
17HR-273,99.0,102.0,31.3
17HR-273,102.0,105.0,95.0
17HR-273,105.0,108.0,91.4
17HR-273,108.0,111.0,81.6
17HR-273,111.0,114.0,69.9
17HR-273,114.0,117.0,61.8
17HR-273,117.0,120.0,74.5
17HR-273,120.0,123.0,69.7
17HR-273,123.0,126.0,74.6
17HR-273,126.0,129.0,33.0
17HR-273,129.0,132.0,47.4
17HR-273,132.0,135.0,42.2
17HR-273,135.0,138.0,33.7
17HR-273,138.0,141.0,43.4
17HR-273,141.0,144.0,33.3
17HR-273,144.0,147.0,75.4
17HR-273,147.0,150.0,71.3
17HR-273,150.0,153.0,64.2
17HR-273,153.0,156.0,92.7
17HR-273,156.0,159.0,88.0
17HR-273,159.0,162.0,61.8
17HR-273,162.0,165.0,86.7
17HR-273,165.0,168.0,61.1
17HR-273,168.0,171.0,63.0
17HR-273,171.0,174.0,67.7
17HR-273,174.0,177.0,63.5
17HR-273,177.0,180.0,63.8
17HR-273,180.0,183.0,69.2
17HR-273,183.0,186.0,69.0
17HR-273,186.0,189.0,89.2
17HR-273,189.0,192.0,86.4
17HR-273,192.0,195.0,85.4
17HR-273,195.0,198.0,86.3
17HR-273,198.0,201.0,83.6
17HR-273,201.0,204.0,63.5
17HR-273,204.0,207.0,62.4
17HR-273,207.0,210.0,70.2
17HR-273,210.0,213.0,94.1
17HR-273,213.0,216.0,37.7
17HR-273,216.0,219.0,58.1
17HR-273,219.0,222.0,43.9
17HR-273,222.0,225.0,90.7
17HR-273,225.0,228.0,67.1
17HR-273,228.0,231.0,80.8
17HR-273,231.0,234.0,77.8
17HR-273,234.0,237.0,39.0
17HR-273,237.0,240.0,43.3
17HR-273,240.0,243.0,82.1
17HR-273,243.0,246.0,68.3
17HR-273,246.0,249.0,60.2
17HR-273,249.0,252.0,60.4
17HR-273,252.0,255.0,88.8
17HR-273,255.0,258.0,73.4
17HR-273,258.0,261.0,89.7
17HR-273,261.0,264.0,60.0
17HR-273,264.0,267.0,63.3
17HR-273,267.0,270.0,79.8
17HR-273,270.0,273.0,89.2
17HR-273,273.0,276.0,70.9
17HR-273,276.0,279.0,64.6
17HR-273,279.0,282.0,68.4
17HR-273,282.0,285.0,82.4
17HR-273,285.0,288.0,89.6
17HR-273,288.0,291.0,62.5
17HR-273,291.0,294.0,92.4
17HR-273,294.0,297.0,94.1
17HR-273,297.0,300.0,94.3
17HR-273,300.0,303.0,68.3
17HR-273,303.0,306.0,65.3
17HR-273,306.0,309.0,93.2
17HR-273,309.0,312.0,82.5
17HR-273,312.0,315.0,68.7
17HR-273,315.0,318.0,66.8
17HR-273,318.0,321.0,84.8
17HR-273,321.0,324.0,87.5
17HR-273,324.0,327.0,74.2
17HR-273,327.0,330.0,88.7
17HR-273,330.0,333.0,92.3
17HR-273,333.0,336.0,73.8
17HR-273,336.0,339.0,70.9
17HR-273,339.0,342.0,78.9
17HR-273,342.0,345.0,91.2
17HR-273,345.0,348.0,62.0
17HR-273,348.0,351.0,87.8
17HR-273,351.0,354.0,85.5
17HR-273,354.0,357.0,85.2
17HR-273,357.0,360.0,68.6
17HR-273,360.0,362.0,70.8
17HR-274,0.0,3.0,18.3
17HR-274,3.0,6.0,87.1
17HR-274,6.0,9.0,75.0
17HR-274,9.0,12.0,60.8
17HR-274,12.0,15.0,45.4
17HR-274,15.0,18.0,54.0
17HR-274,18.0,21.0,42.9
17HR-274,21.0,24.0,40.1
17HR-274,24.0,27.0,73.1
17HR-274,27.0,30.0,75.5
17HR-274,30.0,33.0,76.9
17HR-274,33.0,36.0,94.6
17HR-274,36.0,39.0,87.7
17HR-274,39.0,42.0,30.7
17HR-274,42.0,45.0,30.1
17HR-274,45.0,48.0,70.6
17HR-274,48.0,51.0,89.6
17HR-274,51.0,54.0,92.1
17HR-274,54.0,57.0,87.0
17HR-274,57.0,60.0,70.2
17HR-274,60.0,63.0,70.1
17HR-274,63.0,66.0,62.0
17HR-274,66.0,69.0,93.3
17HR-274,69.0,72.0,77.4
17HR-274,72.0,75.0,63.4
17HR-274,75.0,78.0,66.9
17HR-274,78.0,81.0,77.0
17HR-274,81.0,84.0,70.0
17HR-274,84.0,87.0,71.2
17HR-274,87.0,90.0,60.8
17HR-274,90.0,93.0,82.4
17HR-274,93.0,96.0,90.6
17HR-274,96.0,99.0,64.2
17HR-274,99.0,102.0,81.9
17HR-274,102.0,105.0,40.9
17HR-274,105.0,108.0,55.3
17HR-274,108.0,111.0,74.3
17HR-274,111.0,114.0,94.3
17HR-274,114.0,117.0,83.4
17HR-274,117.0,120.0,87.8
17HR-274,120.0,123.0,61.3
17HR-274,123.0,126.0,63.2
17HR-274,126.0,129.0,39.1
17HR-274,129.0,132.0,40.6
17HR-274,132.0,135.0,72.0
17HR-274,135.0,138.0,65.1
17HR-274,138.0,141.0,91.2
17HR-274,141.0,144.0,87.3
17HR-274,144.0,147.0,81.5
17HR-274,147.0,150.0,69.1
17HR-274,150.0,153.0,74.6
17HR-274,153.0,156.0,94.3
17HR-274,156.0,159.0,86.2
17HR-274,159.0,162.0,32.0
17HR-274,162.0,165.0,56.0
17HR-274,165.0,168.0,38.5
17HR-274,168.0,171.0,56.5
17HR-274,171.0,174.0,63.8
17HR-274,174.0,177.0,70.5
17HR-274,177.0,180.0,82.0
17HR-274,180.0,183.0,56.1
17HR-274,183.0,186.0,62.4
17HR-274,186.0,189.0,61.2
17HR-274,189.0,192.0,49.0
17HR-274,192.0,195.0,60.8
17HR-274,195.0,198.0,62.5
17HR-274,198.0,201.0,87.9
17HR-274,201.0,204.0,94.1
17HR-274,204.0,207.0,52.0
17HR-274,207.0,210.0,50.3
17HR-274,210.0,213.0,91.8
17HR-274,213.0,216.0,70.3
17HR-274,216.0,219.0,91.3
17HR-274,219.0,222.0,77.3
17HR-274,222.0,225.0,62.0
17HR-274,225.0,228.0,65.5
17HR-274,228.0,231.0,57.7
17HR-274,231.0,234.0,41.6
17HR-274,234.0,237.0,38.6
17HR-274,237.0,240.0,34.6
17HR-274,240.0,243.0,71.7
17HR-274,243.0,246.0,63.5
17HR-274,246.0,249.0,72.8
17HR-274,249.0,252.0,93.1
17HR-274,252.0,255.0,62.1
17HR-274,255.0,258.0,92.2
17HR-274,258.0,261.0,81.1
17HR-274,261.0,264.0,68.9
17HR-274,264.0,267.0,62.0
17HR-274,267.0,270.0,56.6
17HR-274,270.0,273.0,62.6
17HR-274,273.0,276.0,64.5
17HR-274,276.0,279.0,60.6
17HR-274,279.0,282.0,54.6
17HR-274,282.0,285.0,64.2
17HR-274,285.0,288.0,62.5
17HR-274,288.0,291.0,81.9
17HR-274,291.0,294.0,76.6
17HR-274,294.0,297.0,69.5
17HR-274,297.0,299.0,94.7
17HR-275,0.0,3.0,49.1
17HR-275,3.0,6.0,62.4
17HR-275,6.0,9.0,69.7
17HR-275,9.0,12.0,91.6
17HR-275,12.0,15.0,83.2
17HR-275,15.0,18.0,84.3
17HR-275,18.0,21.0,78.1
17HR-275,21.0,24.0,76.5
17HR-275,24.0,27.0,60.7
17HR-275,27.0,30.0,72.5
17HR-275,30.0,33.0,35.0
17HR-275,33.0,36.0,41.3
17HR-275,36.0,39.0,41.9
17HR-275,39.0,42.0,30.6
17HR-275,42.0,45.0,42.9
17HR-275,45.0,48.0,50.6
17HR-275,48.0,51.0,58.5
17HR-275,51.0,54.0,40.6
17HR-275,54.0,57.0,55.5
17HR-275,57.0,60.0,54.7
17HR-275,60.0,63.0,84.6
17HR-275,63.0,66.0,71.6
17HR-275,66.0,69.0,92.5
17HR-275,69.0,72.0,75.9
17HR-275,72.0,75.0,62.3
17HR-275,75.0,78.0,79.2
17HR-275,78.0,81.0,83.0
17HR-275,81.0,84.0,38.5
17HR-275,84.0,87.0,32.8
17HR-275,87.0,90.0,93.7
17HR-275,90.0,93.0,61.2
17HR-275,93.0,96.0,68.5
17HR-275,96.0,99.0,51.4
17HR-275,99.0,102.0,36.4
17HR-275,102.0,105.0,62.0
17HR-275,105.0,108.0,34.3
17HR-275,108.0,111.0,33.6
17HR-275,111.0,114.0,94.7
17HR-275,114.0,117.0,73.7
17HR-275,117.0,120.0,82.3
17HR-275,120.0,123.0,76.1
17HR-275,123.0,126.0,75.0
17HR-275,126.0,129.0,31.0
17HR-275,129.0,132.0,37.1
17HR-275,132.0,135.0,40.0
17HR-275,135.0,138.0,31.0
17HR-275,138.0,141.0,30.6
17HR-275,141.0,144.0,92.4
17HR-275,144.0,147.0,68.8
17HR-275,147.0,150.0,82.5
17HR-275,150.0,153.0,91.4
17HR-275,153.0,156.0,80.1
17HR-275,156.0,159.0,68.0
17HR-275,159.0,162.0,41.1
17HR-275,162.0,165.0,56.7
17HR-275,165.0,168.0,34.8
17HR-275,168.0,171.0,90.9
17HR-275,171.0,174.0,86.3
17HR-275,174.0,177.0,63.2
17HR-275,177.0,180.0,87.3
17HR-275,180.0,183.0,76.5
17HR-275,183.0,186.0,60.4
17HR-275,186.0,189.0,38.2
17HR-275,189.0,192.0,61.6
17HR-275,192.0,195.0,89.8
17HR-275,195.0,198.0,70.3
17HR-275,198.0,201.0,87.1
17HR-275,201.0,204.0,89.7
17HR-275,204.0,207.0,73.3
17HR-275,207.0,210.0,90.2
17HR-275,210.0,213.0,73.4
17HR-275,213.0,216.0,73.0
17HR-275,216.0,219.0,67.4
17HR-275,219.0,222.0,87.7
17HR-275,222.0,225.0,92.6
17HR-275,225.0,228.0,61.6
17HR-275,228.0,231.0,83.1
17HR-275,231.0,234.0,72.1
17HR-275,234.0,237.0,32.2
17HR-275,237.0,240.0,44.1
17HR-275,240.0,243.0,93.2
17HR-275,243.0,246.0,93.3
17HR-275,246.0,249.0,63.7
17HR-275,249.0,252.0,60.9
17HR-275,252.0,255.0,93.5
17HR-275,255.0,258.0,88.6
17HR-275,258.0,261.0,93.3
17HR-275,261.0,264.0,80.4
17HR-275,264.0,267.0,83.8
17HR-275,267.0,270.0,77.3
17HR-275,270.0,273.0,57.5
17HR-275,273.0,276.0,33.6
17HR-275,276.0,279.0,48.5
17HR-275,279.0,282.0,55.0
17HR-275,282.0,285.0,61.5
17HR-275,285.0,288.0,66.1
17HR-275,288.0,291.0,65.2
17HR-275,291.0,294.0,64.7
17HR-275,294.0,297.0,52.2
17HR-275,297.0,300.0,39.0
17HR-275,300.0,303.0,56.4
17HR-275,303.0,306.0,31.2
17HR-275,306.0,309.0,74.3
17HR-275,309.0,312.0,84.9
17HR-275,312.0,315.0,83.1
17HR-275,315.0,318.0,88.7
17HR-275,318.0,321.0,69.1
17HR-275,321.0,324.0,81.2
17HR-275,324.0,327.0,71.6
17HR-275,327.0,330.0,90.0
17HR-275,330.0,333.0,63.9
17HR-275,333.0,336.0,84.5
17HR-275,336.0,339.0,72.4
17HR-275,339.0,342.0,94.5
17HR-275,342.0,345.0,68.9
17HR-275,345.0,348.0,80.6
17HR-275,348.0,351.0,67.5
17HR-275,351.0,354.0,68.7
17HR-275,354.0,357.0,60.9
17HR-275,357.0,360.0,87.3
17HR-275,360.0,363.0,66.8
17HR-275,363.0,366.0,88.7
17HR-275,366.0,369.0,93.4
17HR-275,369.0,371.0,91.6
17HR-276,0.0,3.0,45.0
17HR-276,3.0,6.0,22.6
17HR-276,6.0,9.0,36.8
17HR-276,9.0,12.0,84.3
17HR-276,12.0,15.0,61.8
17HR-276,15.0,18.0,89.0
17HR-276,18.0,21.0,75.8
17HR-276,21.0,24.0,60.2
17HR-276,24.0,27.0,83.7
17HR-276,27.0,30.0,84.4
17HR-276,30.0,33.0,80.4
17HR-276,33.0,36.0,51.2
17HR-276,36.0,39.0,33.9
17HR-276,39.0,42.0,88.5
17HR-276,42.0,45.0,69.3
17HR-276,45.0,48.0,65.1
17HR-276,48.0,51.0,71.6
17HR-276,51.0,54.0,62.4
17HR-276,54.0,57.0,82.7
17HR-276,57.0,60.0,93.6
17HR-276,60.0,63.0,90.3
17HR-276,63.0,66.0,72.5
17HR-276,66.0,69.0,75.9
17HR-276,69.0,72.0,79.0
17HR-276,72.0,75.0,62.2
17HR-276,75.0,78.0,91.3
17HR-276,78.0,81.0,84.6
17HR-276,81.0,84.0,66.9
17HR-276,84.0,87.0,81.8
17HR-276,87.0,90.0,75.6
17HR-276,90.0,93.0,84.7
17HR-276,93.0,96.0,66.4
17HR-276,96.0,99.0,77.9
17HR-276,99.0,102.0,56.8
17HR-276,102.0,105.0,38.3
17HR-276,105.0,108.0,76.7
17HR-276,108.0,111.0,65.7
17HR-276,111.0,114.0,66.6
17HR-276,114.0,117.0,60.1
17HR-276,117.0,120.0,66.9
17HR-276,120.0,123.0,65.1
17HR-276,123.0,126.0,77.5
17HR-276,126.0,129.0,83.9
17HR-276,129.0,132.0,52.5
17HR-276,132.0,135.0,57.4
17HR-276,135.0,138.0,45.3
17HR-276,138.0,141.0,37.7
17HR-276,141.0,144.0,47.7
17HR-276,144.0,147.0,75.0
17HR-276,147.0,150.0,83.9
17HR-276,150.0,153.0,73.9
17HR-276,153.0,156.0,68.3
17HR-276,156.0,159.0,69.5
17HR-276,159.0,162.0,74.9
17HR-276,162.0,165.0,70.2
17HR-276,165.0,168.0,63.6
17HR-276,168.0,171.0,78.2
17HR-276,171.0,174.0,44.2
17HR-276,174.0,177.0,57.5
17HR-276,177.0,180.0,79.9
17HR-276,180.0,183.0,60.6
17HR-276,183.0,186.0,63.8
17HR-276,186.0,189.0,75.9
17HR-276,189.0,192.0,52.5
17HR-276,192.0,195.0,58.8
17HR-276,195.0,198.0,62.7
17HR-276,198.0,201.0,33.1
17HR-276,201.0,204.0,57.2
17HR-276,204.0,207.0,59.2
17HR-276,207.0,210.0,65.8
17HR-276,210.0,213.0,89.7
17HR-276,213.0,216.0,68.0
17HR-276,216.0,219.0,77.5
17HR-276,219.0,222.0,93.1
17HR-276,222.0,225.0,72.6
17HR-276,225.0,228.0,64.1
17HR-276,228.0,231.0,70.9
17HR-276,231.0,234.0,77.8
17HR-276,234.0,237.0,93.5
17HR-276,237.0,240.0,89.3
17HR-276,240.0,243.0,86.3
17HR-276,243.0,246.0,71.6
17HR-276,246.0,249.0,90.4
17HR-276,249.0,252.0,69.0
17HR-276,252.0,255.0,86.0
17HR-276,255.0,258.0,72.8
17HR-276,258.0,261.0,81.7
17HR-276,261.0,264.0,70.0
17HR-276,264.0,267.0,70.0
17HR-276,267.0,270.0,86.0
17HR-276,270.0,273.0,70.1
17HR-276,273.0,276.0,60.7
17HR-276,276.0,279.0,65.7
17HR-276,279.0,282.0,84.3
17HR-276,282.0,285.0,87.7
17HR-276,285.0,288.0,75.0
17HR-276,288.0,291.0,89.9
17HR-276,291.0,294.0,61.7
17HR-276,294.0,297.0,91.8
17HR-276,297.0,300.0,68.4
17HR-276,300.0,303.0,86.9
17HR-276,303.0,306.0,87.0
17HR-276,306.0,309.0,65.1
17HR-276,309.0,312.0,74.6
17HR-276,312.0,315.0,89.6
17HR-276,315.0,318.0,61.7
17HR-276,318.0,321.0,84.2
17HR-276,321.0,324.0,60.7
17HR-276,324.0,327.0,91.0
17HR-276,327.0,330.0,75.7
17HR-276,330.0,333.0,80.5
17HR-276,333.0,336.0,82.8
17HR-276,336.0,339.0,81.9
17HR-276,339.0,342.0,87.4
17HR-276,342.0,345.0,71.3
17HR-276,345.0,348.0,88.5
17HR-276,348.0,351.0,77.9
17HR-276,351.0,354.0,76.6
17HR-276,354.0,357.0,94.8
17HR-276,357.0,360.0,63.0
17HR-276,360.0,363.0,93.8
17HR-276,363.0,366.0,92.3
17HR-276,366.0,369.0,88.7
17HR-276,369.0,372.0,62.2
17HR-276,372.0,375.0,93.7
17HR-276,375.0,378.0,67.3
17HR-276,378.0,381.0,80.6
17HR-276,381.0,384.0,50.8
17HR-276,384.0,387.0,56.9
17HR-276,387.0,390.0,89.6
17HR-276,390.0,393.0,63.2
17HR-276,393.0,396.0,82.9
17HR-276,396.0,399.0,67.8
17HR-276,399.0,402.0,62.0
17HR-276,402.0,405.0,40.7
17HR-276,405.0,408.0,76.4
17HR-276,408.0,411.0,68.1
17HR-276,411.0,414.0,75.1
17HR-276,414.0,417.0,88.9
17HR-276,417.0,420.0,90.6
17HR-276,420.0,423.0,89.0
17HR-276,423.0,426.0,67.5
17HR-276,426.0,429.0,81.9
17HR-276,429.0,432.0,64.7
17HR-276,432.0,435.0,73.1
17HR-276,435.0,438.0,58.2
17HR-276,438.0,441.0,56.1
17HR-276,441.0,444.0,63.0
17HR-276,444.0,447.0,43.0
17HR-276,447.0,450.0,63.2
17HR-276,450.0,453.0,58.3
17HR-276,453.0,456.0,45.9
17HR-276,456.0,459.0,38.6
17HR-276,459.0,462.0,61.7
17HR-276,462.0,465.0,43.5
17HR-276,465.0,468.0,33.9
17HR-276,468.0,471.0,47.9
17HR-276,471.0,474.0,46.4
17HR-276,474.0,477.0,45.9
17HR-276,477.0,480.0,73.0
17HR-276,480.0,483.0,89.5
17HR-276,483.0,486.0,60.8
17HR-276,486.0,489.0,79.1
17HR-276,489.0,492.0,71.2
17HR-276,492.0,495.0,63.1
17HR-276,495.0,498.0,60.1
17HR-276,498.0,501.0,41.1
17HR-276,501.0,503.0,61.4
17HR-277,0.0,3.0,27.4
17HR-277,3.0,6.0,24.2
17HR-277,6.0,9.0,82.7
17HR-277,9.0,12.0,79.2
17HR-277,12.0,15.0,51.3
17HR-277,15.0,18.0,51.0
17HR-277,18.0,21.0,42.0
17HR-277,21.0,24.0,48.9
17HR-277,24.0,27.0,40.2
17HR-277,27.0,30.0,36.0
17HR-277,30.0,33.0,56.8
17HR-277,33.0,36.0,32.5
17HR-277,36.0,39.0,64.5
17HR-277,39.0,42.0,50.7
17HR-277,42.0,45.0,63.5
17HR-277,45.0,48.0,45.4
17HR-277,48.0,51.0,54.8
17HR-277,51.0,54.0,35.8
17HR-277,54.0,57.0,35.5
17HR-277,57.0,60.0,72.4
17HR-277,60.0,63.0,84.6
17HR-277,63.0,66.0,91.8
17HR-277,66.0,69.0,67.8
17HR-277,69.0,72.0,46.0
17HR-277,72.0,75.0,59.8
17HR-277,75.0,78.0,59.3
17HR-277,78.0,81.0,94.2
17HR-277,81.0,84.0,61.2
17HR-277,84.0,87.0,62.8
17HR-277,87.0,90.0,84.6
17HR-277,90.0,93.0,83.2
17HR-277,93.0,96.0,75.1
17HR-277,96.0,99.0,61.3
17HR-277,99.0,102.0,71.3
17HR-277,102.0,105.0,39.0
17HR-277,105.0,108.0,48.9
17HR-277,108.0,111.0,38.5
17HR-277,111.0,114.0,87.7
17HR-277,114.0,117.0,83.8
17HR-277,117.0,120.0,69.4
17HR-277,120.0,123.0,92.4
17HR-277,123.0,126.0,89.5
17HR-277,126.0,129.0,91.3
17HR-277,129.0,132.0,90.4
17HR-277,132.0,135.0,80.9
17HR-277,135.0,138.0,77.7
17HR-277,138.0,141.0,87.5
17HR-277,141.0,144.0,65.8
17HR-277,144.0,147.0,72.7
17HR-277,147.0,150.0,82.5
17HR-277,150.0,153.0,72.9
17HR-277,153.0,156.0,85.7
17HR-277,156.0,159.0,87.7
17HR-277,159.0,162.0,53.4
17HR-277,162.0,165.0,54.9
17HR-277,165.0,168.0,54.4
17HR-277,168.0,171.0,53.0
17HR-277,171.0,174.0,43.0
17HR-277,174.0,177.0,44.2
17HR-277,177.0,180.0,88.6
17HR-277,180.0,183.0,92.6
17HR-277,183.0,186.0,67.7
17HR-277,186.0,189.0,75.2
17HR-277,189.0,192.0,89.1
17HR-277,192.0,195.0,60.0
17HR-277,195.0,198.0,91.7
17HR-277,198.0,201.0,61.7
17HR-277,201.0,204.0,91.6
17HR-277,204.0,207.0,93.5
17HR-277,207.0,210.0,92.2
17HR-277,210.0,213.0,64.3
17HR-277,213.0,216.0,86.4
17HR-277,216.0,219.0,71.7
17HR-277,219.0,222.0,91.6
17HR-277,222.0,225.0,60.0
17HR-277,225.0,228.0,57.6
17HR-277,228.0,231.0,40.9
17HR-277,231.0,234.0,76.7
17HR-277,234.0,237.0,81.6
17HR-277,237.0,240.0,92.4
17HR-277,240.0,243.0,79.9
17HR-277,243.0,246.0,92.6
17HR-277,246.0,249.0,73.1
17HR-277,249.0,252.0,94.3
17HR-277,252.0,255.0,72.0
17HR-277,255.0,258.0,92.6
17HR-277,258.0,261.0,85.1
17HR-277,261.0,264.0,79.2
17HR-277,264.0,267.0,74.7
17HR-277,267.0,270.0,73.2
17HR-277,270.0,273.0,85.0
17HR-277,273.0,276.0,67.7
17HR-277,276.0,279.0,93.9
17HR-277,279.0,282.0,62.3
17HR-277,282.0,285.0,75.8
17HR-277,285.0,288.0,69.4
17HR-277,288.0,291.0,62.3
17HR-277,291.0,294.0,78.9
17HR-277,294.0,297.0,64.2
17HR-277,297.0,300.0,62.4
17HR-277,300.0,303.0,65.3
17HR-277,303.0,306.0,65.2
17HR-277,306.0,309.0,77.8
17HR-277,309.0,312.0,79.7
17HR-277,312.0,315.0,81.1
17HR-277,315.0,318.0,67.1
17HR-277,318.0,321.0,85.3
17HR-277,321.0,324.0,77.0
17HR-277,324.0,327.0,82.6
17HR-277,327.0,330.0,62.5
17HR-277,330.0,333.0,53.9
17HR-277,333.0,336.0,76.1
17HR-277,336.0,339.0,93.1
17HR-277,339.0,342.0,69.8
17HR-277,342.0,345.0,88.5
17HR-277,345.0,348.0,66.5
17HR-277,348.0,351.0,79.2
17HR-277,351.0,354.0,74.8
17HR-277,354.0,357.0,68.2
17HR-277,357.0,360.0,71.2
17HR-277,360.0,363.0,67.1
17HR-277,363.0,366.0,67.1
17HR-277,366.0,369.0,92.7
17HR-277,369.0,372.0,72.7
17HR-277,372.0,375.0,76.7
17HR-277,375.0,378.0,75.8
17HR-277,378.0,381.0,84.0
17HR-277,381.0,384.0,60.7
17HR-277,384.0,387.0,78.3
17HR-277,387.0,390.0,66.1
17HR-277,390.0,393.0,89.3
17HR-277,393.0,396.0,62.8
17HR-277,396.0,399.0,88.3
17HR-277,399.0,402.0,88.5
17HR-277,402.0,405.0,84.3
17HR-278,0.0,3.0,41.8
17HR-278,3.0,6.0,49.1
17HR-278,6.0,9.0,53.1
17HR-278,9.0,12.0,31.6
17HR-278,12.0,15.0,43.2
17HR-278,15.0,18.0,68.1
17HR-278,18.0,21.0,81.6
17HR-278,21.0,24.0,77.3
17HR-278,24.0,27.0,64.9
17HR-278,27.0,30.0,75.5
17HR-278,30.0,33.0,64.1
17HR-278,33.0,36.0,60.1
17HR-278,36.0,39.0,67.6
17HR-278,39.0,42.0,80.4
17HR-278,42.0,45.0,86.4
17HR-278,45.0,48.0,66.4
17HR-278,48.0,51.0,90.4
17HR-278,51.0,54.0,81.2
17HR-278,54.0,57.0,71.9
17HR-278,57.0,60.0,92.9
17HR-278,60.0,63.0,66.6
17HR-278,63.0,66.0,79.0
17HR-278,66.0,69.0,89.4
17HR-278,69.0,72.0,70.4
17HR-278,72.0,75.0,73.0
17HR-278,75.0,78.0,72.3
17HR-278,78.0,81.0,91.3
17HR-278,81.0,84.0,79.2
17HR-278,84.0,87.0,67.5
17HR-278,87.0,90.0,71.2
17HR-278,90.0,93.0,82.9
17HR-278,93.0,96.0,79.2
17HR-278,96.0,99.0,73.3
17HR-278,99.0,102.0,64.6
17HR-278,102.0,105.0,68.0
17HR-278,105.0,108.0,65.9
17HR-278,108.0,111.0,82.2
17HR-278,111.0,114.0,85.7
17HR-278,114.0,117.0,92.9
17HR-278,117.0,120.0,92.5
17HR-278,120.0,123.0,75.2
17HR-278,123.0,126.0,78.6
17HR-278,126.0,129.0,71.7
17HR-278,129.0,132.0,61.0
17HR-278,132.0,135.0,31.6
17HR-278,135.0,138.0,35.7
17HR-278,138.0,141.0,41.8
17HR-278,141.0,144.0,42.5
17HR-278,144.0,147.0,76.8
17HR-278,147.0,150.0,70.1
17HR-278,150.0,153.0,89.1
17HR-278,153.0,156.0,93.3
17HR-278,156.0,159.0,77.5
17HR-278,159.0,162.0,68.6
17HR-278,162.0,165.0,74.9
17HR-278,165.0,168.0,72.1
17HR-278,168.0,171.0,89.9
17HR-278,171.0,174.0,70.5
17HR-278,174.0,177.0,86.0
17HR-278,177.0,180.0,94.7
17HR-278,180.0,183.0,75.8
17HR-278,183.0,186.0,90.8
17HR-278,186.0,189.0,78.7
17HR-278,189.0,192.0,70.2
