hole_id,from,to,assemblage
17HR-299,312.0,314.0,QSP
17HR-299,312.0,314.0,SIL
17HR-299,326.6,327.1,PRO
17HR-299,327.1,336.0,CHL
17HR-299,336.0,356.0,QSP
17HR-299,336.0,356.0,SIL
17HR-299,364.9,404.0,PRO
17HR-300,0,2.21,FRESH
17HR-300,2.2,2.2,CHL
17HR-300,2.2,26.0,QSP
17HR-300,2.2,26.0,SIL
17HR-300,41.3,40.0,CHL
17HR-300,40.0,42.0,QSP
17HR-300,40.0,42.0,SIL
17HR-300,53.2,56.0,CHL
17HR-300,56.0,58.0,QSP
17HR-300,56.0,58.0,SIL
17HR-300,70.1,91.3,PRO
17HR-300,91.3,102.0,CHL
17HR-300,102.0,104.0,QSP
17HR-300,102.0,104.0,SIL
17HR-300,114.7,120.0,CHL
17HR-300,120.0,130.0,QSP
17HR-300,120.0,130.0,SIL
17HR-300,145.2,160.7,PRO
17HR-300,160.7,172.0,CHL
17HR-300,172.0,174.0,QSP
17HR-300,172.0,174.0,SIL
17HR-300,185.3,203.5,PRO
17HR-300,203.5,218.0,CHL
17HR-300,218.0,224.0,QSP
17HR-300,218.0,224.0,SIL
17HR-300,238.5,238.0,CHL
17HR-300,238.0,240.0,QSP
17HR-300,238.0,240.0,SIL
17HR-300,250.1,259.9,PRO
17HR-300,259.9,272.0,CHL
17HR-300,272.0,284.0,QSP
17HR-300,272.0,284.0,SIL
17HR-300,296.1,304.0,CHL
17HR-300,304.0,324.0,QSP
17HR-300,304.0,324.0,SIL
17HR-300,335.2,344.0,CHL
17HR-300,344.0,346.0,QSP
17HR-300,344.0,346.0,SIL
17HR-300,359.1,356.0,CHL
17HR-300,356.0,366.0,QSP
17HR-300,356.0,366.0,SIL
17HR-300,378.4,385.6,PRO
17HR-300,385.6,396.0,CHL
17HR-300,396.0,400.0,QSP
17HR-300,396.0,400.0,SIL
17HR-300,410.4,413.0,PRO
17HR-301,0,3.36,FRESH
17HR-301,3.4,11.0,CHL
17HR-301,11.0,13.0,QSP
17HR-301,11.0,13.0,SIL
17HR-301,23.4,39.8,PRO
17HR-301,39.8,49.0,CHL
17HR-301,49.0,69.0,QSP
17HR-301,49.0,69.0,SIL
17HR-301,78.2,87.0,CHL
17HR-301,87.0,89.0,QSP
17HR-301,87.0,89.0,SIL
17HR-301,97.9,147.5,PRO
17HR-301,147.5,157.0,CHL
17HR-301,157.0,159.0,QSP
17HR-301,157.0,159.0,SIL
17HR-301,168.5,185.4,PRO
17HR-301,185.4,201.0,CHL
17HR-301,201.0,213.0,QSP
17HR-301,201.0,213.0,SIL
17HR-301,228.6,242.8,PRO
17HR-301,242.8,255.0,CHL
17HR-301,255.0,275.0,QSP
17HR-301,255.0,275.0,SIL
17HR-301,287.2,285.0,CHL
17HR-301,285.0,287.0,QSP
17HR-301,285.0,287.0,SIL
17HR-301,296.4,303.1,PRO
17HR-301,303.1,313.0,CHL
17HR-301,313.0,315.0,QSP
17HR-301,313.0,315.0,SIL
17HR-301,324.9,332.0,PRO
17HR-302,0,2.62,FRESH
17HR-302,2.6,11.6,PRO
17HR-302,11.6,24.0,CHL
17HR-302,24.0,26.0,QSP
17HR-302,24.0,26.0,SIL
17HR-302,38.4,38.0,CHL
17HR-302,38.0,40.0,QSP
17HR-302,38.0,40.0,SIL
17HR-302,48.6,54.0,CHL
17HR-302,54.0,66.0,QSP
17HR-302,54.0,66.0,SIL
17HR-302,78.5,80.0,CHL
17HR-302,80.0,84.0,QSP
17HR-302,80.0,84.0,SIL
17HR-302,97.6,104.0,CHL
17HR-302,104.0,108.0,QSP
17HR-302,104.0,108.0,SIL
17HR-302,118.5,123.5,PRO
17HR-302,123.5,134.0,CHL
17HR-302,134.0,152.0,QSP
17HR-302,134.0,152.0,SIL
17HR-302,162.5,200.3,PRO
17HR-302,200.3,214.0,CHL
17HR-302,214.0,226.0,QSP
17HR-302,214.0,226.0,SIL
17HR-302,239.7,246.6,PRO
17HR-302,246.6,258.0,CHL
17HR-302,258.0,262.0,QSP
17HR-302,258.0,262.0,SIL
17HR-302,273.4,320.0,PRO
17HR-303,0,1.62,FRESH
17HR-303,1.6,16.5,PRO
17HR-303,16.5,28.0,CHL
17HR-303,28.0,30.0,QSP
17HR-303,28.0,30.0,SIL
17HR-303,41.5,86.8,PRO
17HR-303,86.8,102.0,CHL
17HR-303,102.0,104.0,QSP
17HR-303,102.0,104.0,SIL
17HR-303,119.2,126.0,CHL
17HR-303,126.0,128.0,QSP
17HR-303,126.0,128.0,SIL
17HR-303,137.8,169.7,PRO
17HR-303,169.7,182.0,CHL
17HR-303,182.0,188.0,QSP
17HR-303,182.0,188.0,SIL
17HR-303,200.3,200.0,CHL
17HR-303,200.0,202.0,QSP
17HR-303,200.0,202.0,SIL
17HR-303,217.1,218.0,CHL
17HR-303,218.0,220.0,QSP
17HR-303,218.0,220.0,SIL
17HR-303,231.5,234.0,CHL
17HR-303,234.0,238.0,QSP
17HR-303,234.0,238.0,SIL
17HR-303,253.6,250.0,CHL
17HR-303,250.0,296.0,QSP
17HR-303,250.0,296.0,SIL
17HR-303,310.0,312.0,CHL
17HR-303,312.0,314.0,QSP
17HR-303,312.0,314.0,SIL
17HR-303,328.5,336.5,PRO
17HR-303,336.5,346.0,CHL
17HR-303,346.0,354.0,QSP
17HR-303,346.0,354.0,SIL
17HR-303,363.5,374.0,CHL
17HR-303,374.0,376.0,QSP
17HR-303,374.0,376.0,SIL
17HR-303,389.1,425.0,PRO
17HR-304,0,2.81,FRESH
17HR-304,2.8,9.3,PRO
17HR-304,9.3,24.0,CHL
17HR-304,24.0,30.0,QSP
17HR-304,24.0,30.0,SIL
17HR-304,44.7,47.1,PRO
17HR-304,47.1,60.0,CHL
17HR-304,60.0,80.0,QSP
17HR-304,60.0,80.0,SIL
17HR-304,92.9,117.9,PRO
17HR-304,117.9,132.0,CHL
17HR-304,132.0,134.0,QSP
17HR-304,132.0,134.0,SIL
17HR-304,148.1,148.0,CHL
17HR-304,148.0,156.0,QSP
17HR-304,148.0,156.0,SIL
17HR-304,169.5,304.5,PRO
17HR-304,304.5,318.0,CHL
17HR-304,318.0,342.0,QSP
17HR-304,318.0,342.0,SIL
17HR-304,355.5,354.0,CHL
17HR-304,354.0,356.0,QSP
17HR-304,354.0,356.0,SIL
17HR-304,368.5,366.0,CHL
17HR-304,366.0,394.0,QSP
17HR-304,366.0,394.0,SIL
17HR-304,409.4,406.0,CHL
17HR-304,406.0,414.0,QSP
17HR-304,406.0,414.0,SIL
17HR-304,427.8,471.3,PRO
17HR-304,471.3,486.0,CHL
17HR-304,486.0,488.0,QSP
17HR-304,486.0,488.0,SIL
